Date,Open,High,Low,Close,Volume,Adj_Close
2022-04-28,295.32,299.60,293.32,297.91,46778300,297.91
2022-05-05,301.32,305.60,299.32,303.25,46778300,303.25
2022-05-12,285.32,289.60,283.32,287.59,54835600,287.59
2022-05-19,275.32,279.60,273.32,277.25,54835600,277.25
2022-05-26,295.32,299.60,293.32,297.59,46778300,297.59
2022-06-02,305.32,309.60,303.32,307.25,36272600,307.25
2022-06-09,295.32,299.60,293.32,297.59,46778300,297.59
2022-06-16,275.32,279.60,273.32,277.91,54835600,277.91
2022-06-23,287.32,291.60,285.32,289.25,46778300,289.25
2022-06-30,301.32,305.60,299.32,303.59,36272600,303.59
2022-07-07,309.32,313.60,307.32,311.25,36272600,311.25
2022-07-14,295.32,299.60,293.32,297.59,46778300,297.59
2022-07-21,285.32,289.60,283.32,287.91,46778300,287.91
2022-07-28,297.32,301.60,295.32,299.25,46778300,299.25
2022-08-04,309.32,313.60,307.32,311.59,36272600,311.59
2022-08-11,315.32,319.60,313.32,317.25,36272600,317.25
2022-08-18,305.32,309.60,303.32,307.59,46778300,307.59
2022-08-25,301.32,305.60,299.32,303.25,46778300,303.25
2022-09-01,285.32,289.60,283.32,287.59,54835600,287.59
2022-09-08,293.32,297.60,291.32,295.25,46778300,295.25
2022-09-15,279.32,283.60,277.32,281.59,54835600,281.59
2022-09-22,275.32,279.60,273.32,277.25,54835600,277.25
2022-09-29,255.32,259.60,253.32,257.59,77886600,257.59
2022-10-06,271.32,275.60,269.32,273.25,54835600,273.25
2022-10-13,247.32,251.60,245.32,249.59,77886600,249.59
2022-10-20,275.32,279.60,273.32,277.25,54835600,277.25
2022-10-27,289.32,293.60,287.32,291.59,46778300,291.59
2022-11-03,241.32,245.60,239.32,243.25,77886600,243.25
2022-11-10,273.32,277.60,271.32,275.59,54835600,275.59
2022-11-17,283.32,287.60,281.32,285.25,46778300,285.25
2022-11-24,279.32,283.60,277.32,281.59,46778300,281.59
2022-12-01,287.32,291.60,285.32,289.25,46778300,289.25
2022-12-08,273.32,277.60,271.32,275.59,54835600,275.59
2022-12-15,301.32,305.60,299.32,303.25,46778300,303.25
2022-12-22,239.32,243.60,237.32,241.59,77886600,241.59
2022-12-29,235.32,239.60,233.32,237.25,54835600,237.25
2023-01-05,231.32,235.60,229.32,233.59,54835600,233.59
2023-01-12,247.32,251.60,245.32,249.25,54835600,249.25
2023-01-19,295.32,299.60,293.32,297.59,46778300,297.59
2023-01-26,273.32,277.60,271.32,275.25,46778300,275.25
2023-02-02,293.32,297.60,291.32,295.59,46778300,295.59
2023-02-09,299.32,303.60,297.32,301.25,36272600,301.25
2023-02-16,307.32,311.60,305.32,309.59,36272600,309.59
2023-02-23,293.32,297.60,291.32,295.25,46778300,295.25
2023-03-02,283.32,287.60,281.32,285.59,54835600,285.59
2023-03-09,323.32,327.60,321.32,325.25,36272600,325.25
2023-03-16,319.32,323.60,317.32,321.59,36272600,321.59
2023-03-23,317.32,321.60,315.32,319.25,36272600,319.25
2023-03-30,331.32,335.60,329.32,333.59,36272600,333.59
2023-04-06,321.32,325.60,319.32,323.25,36272600,323.25
2023-04-13,325.32,329.60,323.32,327.59,36272600,327.59
2023-04-20,317.32,321.60,315.32,319.91,36272600,319.91
2023-04-27,335.32,339.60,333.32,337.25,36272600,337.25
2023-05-04,353.32,357.60,351.32,355.59,36272600,355.59
2023-05-11,369.32,373.60,367.32,371.25,36272600,371.25
2023-05-18,359.32,363.60,357.32,361.59,36272600,361.59
2023-05-25,383.32,387.60,381.32,385.25,36272600,385.25
2023-06-01,387.32,391.60,385.32,389.59,36272600,389.59
2023-06-08,399.32,403.60,397.32,401.25,36272600,401.25
2023-06-15,405.32,409.60,403.32,407.59,36272600,407.59
2023-06-22,395.32,399.60,393.32,397.25,36272600,397.25
2023-06-29,409.32,413.60,407.32,411.59,36272600,411.59
2023-07-06,397.32,401.60,395.32,399.25,36272600,399.25
2023-07-13,391.32,395.60,389.32,393.59,36272600,393.59
2023-07-20,403.32,407.60,401.32,405.25,36272600,405.25
2023-07-27,411.32,415.60,409.32,413.59,36272600,413.59
2023-08-03,375.32,379.60,373.32,377.25,46778300,377.25
2023-08-10,363.32,367.60,361.32,365.59,46778300,365.59
2023-08-17,359.32,363.60,357.32,361.25,46778300,361.25
2023-08-24,371.32,375.60,369.32,373.59,36272600,373.59
2023-08-31,391.32,395.60,389.32,393.25,36272600,393.25
2023-09-07,395.32,399.60,393.32,397.59,36272600,397.59
2023-09-14,377.32,381.60,375.32,379.25,46778300,379.25
2023-09-21,365.32,369.60,363.32,367.59,46778300,367.59
2023-09-28,357.32,361.60,355.32,359.25,46778300,359.25
2023-10-05,367.32,371.60,365.32,369.59,46778300,369.59
2023-10-12,387.32,391.60,385.32,389.25,36272600,389.25
2023-10-19,375.32,379.60,373.32,377.59,46778300,377.59
2023-10-26,339.32,343.60,337.32,341.25,54835600,341.25
2023-11-02,363.32,367.60,361.32,365.25,46778300,365.25
2023-11-09,391.32,395.60,389.32,393.59,36272600,393.59
2023-11-16,407.32,411.60,405.32,409.25,36272600,409.25
2023-11-23,401.32,405.60,399.32,403.59,36272600,403.59
2023-11-30,415.32,419.60,413.32,417.25,36272600,417.25
2023-12-07,427.32,431.60,425.32,429.59,36272600,429.59
2023-12-14,435.32,439.60,433.32,437.25,36272600,437.25
2023-12-21,425.32,429.60,423.32,427.59,36272600,427.59
2023-12-28,415.32,419.60,413.32,417.91,36272600,417.91
