Date,Open,High,Low,Close,Volume,Adj_Close
2023-06-15,2875.89,2895.89,2860.00,2882.11,1456700,2882.11
2023-06-22,2825.89,2845.89,2810.00,2832.77,1654000,2832.77
2023-06-29,2915.89,2935.89,2900.00,2922.66,1456700,2922.66
2023-07-06,2835.89,2855.89,2820.00,2842.44,1654000,2842.44
2023-07-13,2795.89,2815.89,2780.00,2802.11,1654000,2802.11
2023-07-20,2865.89,2885.89,2850.00,2872.33,1456700,2872.33
2023-07-27,2915.89,2935.89,2900.00,2922.88,1456700,2922.88
2023-08-03,2655.89,2675.89,2640.00,2662.55,1890400,2662.55
2023-08-10,2575.89,2595.89,2560.00,2582.11,1890400,2582.11
2023-08-17,2555.89,2575.89,2540.00,2562.44,1890400,2562.44
2023-08-24,2615.89,2635.89,2600.00,2622.77,1654000,2622.77
2023-08-31,2765.89,2785.89,2750.00,2774.88,1654000,2774.88
2023-09-07,2775.89,2795.89,2760.00,2784.11,1654000,2784.11
2023-09-14,2645.89,2665.89,2630.00,2652.33,1890400,2652.33
2023-09-21,2555.89,2575.89,2540.00,2562.77,1890400,2562.77
2023-09-28,2505.89,2525.89,2490.00,2512.11,1890400,2512.11
2023-10-05,2575.89,2595.89,2560.00,2582.44,1890400,2582.44
2023-10-12,2715.89,2735.89,2700.00,2722.11,1654000,2722.11
2023-10-19,2625.89,2645.89,2610.00,2632.77,1890400,2632.77
2023-10-26,2365.89,2385.89,2350.00,2372.44,2234000,2372.44
2023-11-02,2535.89,2555.89,2520.00,2542.66,1890400,2542.66
2023-11-09,2735.89,2755.89,2720.00,2742.11,1654000,2742.11
2023-11-16,2815.89,2835.89,2800.00,2822.33,1456700,2822.33
2023-11-23,2775.89,2795.89,2760.00,2784.44,1654000,2784.44
2023-11-30,2865.89,2885.89,2850.00,2872.77,1456700,2872.77
2023-12-07,2935.89,2955.89,2920.00,2942.11,1456700,2942.11
2023-12-14,2985.89,3005.89,2970.00,2992.33,1456700,2992.33
2023-12-21,2915.89,2935.89,2900.00,2922.11,1654000,2922.11
2023-12-28,2845.89,2865.89,2830.00,2852.88,1654000,2852.88
