Date,Open,High,Low,Close,Volume,Adj_Close
2021-09-02,3723.00,3789.89,3678.12,3754.12,75394000,1252.29
2021-09-09,3734.00,3787.89,3689.12,3743.89,75394000,1248.88
2021-09-16,3723.00,3778.89,3676.12,3732.61,75394000,1245.11
2021-09-23,3756.00,3821.89,3712.12,3787.12,75394000,1263.29
2021-09-30,3734.00,3789.89,3687.12,3743.89,75394000,1248.88
2021-10-07,3787.00,3843.89,3734.12,3812.89,75394000,1271.87
2021-10-14,3845.00,3912.89,3801.12,3878.61,75394000,1293.79
2021-10-21,3912.00,3987.89,3867.12,3954.12,75394000,1319.00
2021-10-28,3989.00,4067.89,3945.12,4032.61,88194000,1345.19
2021-11-04,4067.00,4134.89,4023.12,4101.89,75394000,1368.33
2021-11-11,4089.00,4143.89,4034.12,4112.61,75394000,1371.91
2021-11-18,4098.00,4154.89,4045.12,4121.89,75394000,1374.99
2021-11-25,4134.00,4187.89,4089.12,4156.61,75394000,1386.57
2021-12-02,4143.00,4198.89,4098.12,4165.89,75394000,1389.66
2021-12-09,4187.00,4243.89,4134.12,4212.61,75394000,1405.23
2021-12-16,4201.00,4256.89,4156.12,4223.89,75394000,1408.99
2021-12-23,4245.00,4298.89,4198.12,4267.61,75394000,1423.59
2021-12-30,4278.00,4334.89,4234.12,4301.89,75394000,1435.04
2022-01-06,4189.00,4243.89,4134.12,4201.89,75394000,1401.68
2022-01-13,4123.00,4178.89,4067.12,4134.61,75394000,1379.23
2022-01-20,4034.00,4089.89,3978.12,4043.12,88194000,1348.71
2022-01-27,3945.00,4001.89,3889.12,3954.61,88194000,1319.16
2022-02-03,4078.00,4134.89,4023.12,4101.89,75394000,1368.33
2022-02-10,3989.00,4043.89,3934.12,4012.61,75394000,1338.53
2022-02-17,4067.00,4123.89,4012.12,4089.12,75394000,1364.07
2022-02-24,3756.00,3812.89,3701.12,3776.61,88194000,1259.42
2022-03-03,4098.00,4154.89,4043.12,4123.89,75394000,1375.70
2022-03-10,3834.00,3889.89,3778.12,3856.61,88194000,1286.10
2022-03-17,3967.00,4023.89,3912.12,3989.12,75394000,1330.29
2022-03-24,4067.00,4123.89,4012.12,4089.12,75394000,1364.07
2022-03-31,4189.00,4245.89,4134.12,4212.61,75394000,1405.23
2022-04-07,4045.00,4101.89,3989.12,4067.61,75394000,1356.89
2022-04-14,3823.00,3878.89,3767.12,3845.12,88194000,1282.26
2022-04-21,3889.00,3945.89,3834.12,3912.61,75394000,1304.76
2022-04-28,3667.00,3723.89,3612.12,3689.12,88194000,1230.59
2022-05-05,3723.00,3778.89,3667.12,3745.61,88194000,1249.46
2022-05-12,3434.00,3489.89,3378.12,3456.61,117380500,1153.18
2022-05-19,3323.00,3378.89,3267.12,3345.12,117380500,1115.99
2022-05-26,3456.00,3512.89,3401.12,3478.61,88194000,1160.51
2022-06-02,3534.00,3589.89,3478.12,3556.61,75394000,1186.39
2022-06-09,3445.00,3501.89,3389.12,3467.61,88194000,1156.84
2022-06-16,3234.00,3289.89,3178.12,3256.61,117380500,1086.32
2022-06-23,3323.00,3378.89,3267.12,3345.12,88194000,1115.99
2022-06-30,3456.00,3512.89,3401.12,3478.61,88194000,1160.51
2022-07-07,3534.00,3589.89,3478.12,3556.61,75394000,1186.39
2022-07-14,3445.00,3501.89,3389.12,3467.61,88194000,1156.84
2022-07-21,3323.00,3378.89,3267.12,3345.12,117380500,1115.99
2022-07-28,3456.00,3512.89,3401.12,3478.61,88194000,1160.51
2022-08-04,3534.00,3589.89,3478.12,3556.61,75394000,1186.39
2022-08-11,3567.00,3623.89,3512.12,3589.12,75394000,1197.24
2022-08-18,3489.00,3545.89,3434.12,3512.61,88194000,1171.75
2022-08-25,3445.00,3501.89,3389.12,3467.61,88194000,1156.84
2022-09-01,3312.00,3367.89,3256.12,3334.61,117380500,1112.49
2022-09-08,3378.00,3434.89,3323.12,3401.12,88194000,1134.70
2022-09-15,3289.00,3345.89,3234.12,3312.61,117380500,1105.14
2022-09-22,3223.00,3278.89,3167.12,3245.12,117380500,1082.48
2022-09-29,2967.00,3023.89,2912.12,2989.12,150943700,996.86
2022-10-06,3089.00,3145.89,3034.12,3112.61,117380500,1038.30
2022-10-13,2834.00,2889.89,2778.12,2856.61,150943700,952.96
2022-10-20,3034.00,3089.89,2978.12,3056.61,117380500,1019.62
2022-10-27,3156.00,3212.89,3101.12,3178.61,88194000,1060.35
2022-11-03,2723.00,2778.89,2667.12,2745.12,150943700,915.78
2022-11-10,2989.00,3045.89,2934.12,3012.61,117380500,1004.72
2022-11-17,3067.00,3123.89,3012.12,3089.12,88194000,1030.26
2022-11-24,3023.00,3078.89,2967.12,3045.12,88194000,1015.58
2022-12-01,3101.00,3156.89,3045.12,3123.12,88194000,1041.64
2022-12-08,2989.00,3045.89,2934.12,3012.61,117380500,1004.72
2022-12-15,3223.00,3278.89,3167.12,3245.12,88194000,1082.48
2022-12-22,2812.00,2867.89,2756.12,2834.61,150943700,945.62
2022-12-29,2723.00,2778.89,2667.12,2745.12,117380500,915.78
2023-01-05,2656.00,2712.89,2601.12,2678.61,117380500,893.58
2023-01-12,2789.00,2845.89,2734.12,2812.61,117380500,938.28
2023-01-19,3534.00,3589.89,3478.12,3556.61,88194000,1186.39
2023-01-26,3189.00,3245.89,3134.12,3212.61,88194000,1071.70
2023-02-02,3323.00,3378.89,3267.12,3345.12,88194000,1115.99
2023-02-09,3378.00,3434.89,3323.12,3401.12,75394000,1134.70
2023-02-16,3456.00,3512.89,3401.12,3478.61,75394000,1160.51
2023-02-23,3323.00,3378.89,3267.12,3345.12,88194000,1115.99
2023-03-02,3134.00,3189.89,3078.12,3156.61,117380500,1053.04
2023-03-09,3589.00,3645.89,3534.12,3612.61,75394000,1205.17
2023-03-16,3556.00,3612.89,3501.12,3578.61,75394000,1193.83
2023-03-23,3534.00,3589.89,3478.12,3556.61,75394000,1186.39
2023-03-30,3667.00,3723.89,3612.12,3689.12,75394000,1230.59
2023-04-06,3556.00,3612.89,3501.12,3578.61,75394000,1193.83
2023-04-13,3589.00,3645.89,3534.12,3612.61,75394000,1205.17
2023-04-20,3534.00,3589.89,3478.12,3556.61,75394000,1186.39
2023-04-27,3723.00,3778.89,3667.12,3745.61,75394000,1249.46
2023-05-04,3890.00,3945.89,3834.12,3912.61,75394000,1304.76
2023-05-11,4056.00,4112.89,4001.12,4078.61,75394000,1360.56
2023-05-18,3945.00,4001.89,3889.12,3967.61,75394000,1323.48
2023-05-25,4189.00,4245.89,4134.12,4212.61,75394000,1405.23
2023-06-01,4234.00,4289.89,4178.12,4256.61,75394000,1420.01
2023-06-08,4356.00,4412.89,4301.12,4378.61,75394000,1460.72
2023-06-15,4423.00,4478.89,4367.12,4445.61,75394000,1483.08
2023-06-22,4323.00,4378.89,4267.12,4345.12,75394000,1449.58
2023-06-29,4489.00,4545.89,4434.12,4512.61,75394000,1505.65
2023-07-06,4356.00,4412.89,4301.12,4378.61,75394000,1460.72
2023-07-13,4289.00,4345.89,4234.12,4312.61,75394000,1438.74
2023-07-20,4423.00,4478.89,4367.12,4445.61,75394000,1483.08
2023-07-27,4512.00,4567.89,4456.12,4534.61,75394000,1513.00
2023-08-03,4112.00,4167.89,4056.12,4134.61,88194000,1379.23
2023-08-10,3978.00,4034.89,3923.12,4001.12,88194000,1334.76
2023-08-17,3934.00,3989.89,3878.12,3956.61,88194000,1319.82
2023-08-24,4067.00,4123.89,4012.12,4089.12,75394000,1364.07
2023-08-31,4289.00,4345.89,4234.12,4312.61,75394000,1438.74
2023-09-07,4323.00,4378.89,4267.12,4345.12,75394000,1449.58
2023-09-14,4134.00,4189.89,4078.12,4156.61,88194000,1386.57
2023-09-21,3989.00,4045.89,3934.12,4012.61,88194000,1338.53
2023-09-28,3889.00,3945.89,3834.12,3912.61,88194000,1304.76
2023-10-05,4001.00,4056.89,3945.12,4023.12,88194000,1342.04
2023-10-12,4223.00,4278.89,4167.12,4245.61,75394000,1416.34
2023-10-19,4089.00,4145.89,4034.12,4112.61,88194000,1371.91
2023-10-26,3723.00,3778.89,3667.12,3745.61,117380500,1249.46
2023-11-02,3967.00,4023.89,3912.12,3989.12,88194000,1330.29
2023-11-09,4289.00,4345.89,4234.12,4312.61,75394000,1438.74
2023-11-16,4456.00,4512.89,4401.12,4478.61,75394000,1494.07
2023-11-23,4389.00,4445.89,4334.12,4412.61,75394000,1472.08
2023-11-30,4545.00,4601.89,4489.12,4567.61,75394000,1524.01
2023-12-07,4667.00,4723.89,4612.12,4689.12,75394000,1564.57
2023-12-14,4723.00,4778.89,4667.12,4745.61,75394000,1583.43
2023-12-21,4645.00,4701.89,4589.12,4667.61,75394000,1557.38
2023-12-28,4534.00,4589.89,4478.12,4556.61,75394000,1520.34
