Date,Open,High,Low,Close,Volume,Adj_Close
2020-11-12,342.50,346.85,339.31,344.75,49497584,344.75
2020-11-19,351.50,355.85,348.31,353.17,49497584,353.17
2020-11-26,357.50,361.85,354.31,359.75,56712312,359.75
2020-12-03,364.50,368.85,361.31,366.17,49497584,366.17
2020-12-10,369.50,373.85,366.31,371.75,49497584,371.75
2020-12-17,374.50,378.85,371.31,376.17,49497584,376.17
2020-12-24,377.50,381.85,374.31,379.75,56712312,379.75
2020-12-31,381.50,385.85,378.31,383.17,49497584,383.17
2021-01-07,385.50,389.85,382.31,387.75,49497584,387.75
2021-01-14,389.50,393.85,386.31,391.17,49497584,391.17
2021-01-21,393.50,397.85,390.31,395.75,56712312,395.75
2021-01-28,391.50,395.85,388.31,383.17,72097584,383.17
2021-02-04,387.50,391.85,384.31,389.75,56712312,389.75
2021-02-11,393.50,397.85,390.31,395.17,49497584,395.17
2021-02-18,391.50,395.85,388.31,391.75,56712312,391.75
2021-02-25,387.50,391.85,384.31,387.17,56712312,387.17
2021-03-04,385.50,389.85,382.31,385.75,56712312,385.75
2021-03-11,389.50,393.85,386.31,391.17,49497584,391.17
2021-03-18,387.50,391.85,384.31,387.75,56712312,387.75
2021-03-25,391.50,395.85,388.31,393.17,49497584,393.17
2021-04-01,395.50,399.85,392.31,397.75,49497584,397.75
2021-04-08,401.50,405.85,398.31,403.17,49497584,403.17
2021-04-15,407.50,411.85,404.31,409.75,56712312,409.75
2021-04-22,405.50,409.85,402.31,407.17,49497584,407.17
2021-04-29,411.50,415.85,408.31,413.75,49497584,413.75
2021-05-06,409.50,413.85,406.31,411.17,49497584,411.17
2021-05-13,405.50,409.85,402.31,407.75,49497584,407.75
2021-05-20,413.50,417.85,410.31,415.17,49497584,415.17
2021-05-27,417.50,421.85,414.31,419.75,49497584,419.75
2021-06-03,423.50,427.85,420.31,425.17,49497584,425.17
2021-06-10,427.50,431.85,424.31,429.75,49497584,429.75
2021-06-17,433.50,437.85,430.31,435.17,49497584,435.17
2021-06-24,431.50,435.85,428.31,433.75,49497584,433.75
2021-07-01,437.50,441.85,434.31,439.17,49497584,439.17
2021-07-08,443.50,447.85,440.31,445.75,49497584,445.75
2021-07-15,449.50,453.85,446.31,451.17,49497584,451.17
2021-07-22,447.50,451.85,444.31,449.75,49497584,449.75
2021-07-29,453.50,457.85,450.31,455.17,49497584,455.17
2021-08-05,459.50,463.85,456.31,461.75,49497584,461.75
2021-08-12,465.50,469.85,462.31,467.17,49497584,467.17
2021-08-19,463.50,467.85,460.31,465.75,49497584,465.75
2021-08-26,469.50,473.85,466.31,471.17,49497584,471.17
2021-09-02,475.50,479.85,472.31,477.75,49497584,477.75
2021-09-09,471.50,475.85,468.31,473.17,49497584,473.17
2021-09-16,469.50,473.85,466.31,471.75,49497584,471.75
2021-09-23,475.50,479.85,472.31,477.17,49497584,477.17
2021-09-30,471.50,475.85,468.31,473.75,49497584,473.75
2021-10-07,479.50,483.85,476.31,481.17,49497584,481.17
2021-10-14,485.50,489.85,482.31,487.75,49497584,487.75
2021-10-21,491.50,495.85,488.31,493.17,49497584,493.17
2021-10-28,497.50,501.85,494.31,499.75,56712312,499.75
2021-11-04,503.50,507.85,500.31,505.17,49497584,505.17
2021-11-11,501.50,505.85,498.31,503.75,49497584,503.75
2021-11-18,499.50,503.85,496.31,501.17,49497584,501.17
2021-11-25,495.50,499.85,492.31,497.75,49497584,497.75
2021-12-02,493.50,497.85,490.31,495.17,49497584,495.17
2021-12-09,499.50,503.85,496.31,501.75,49497584,501.75
2021-12-16,497.50,501.85,494.31,499.17,49497584,499.17
2021-12-23,503.50,507.85,500.31,505.75,49497584,505.75
2021-12-30,509.50,513.85,506.31,511.17,49497584,511.17
2022-01-06,505.50,509.85,502.31,507.75,49497584,507.75
2022-01-13,501.50,505.85,498.31,503.17,49497584,503.17
2022-01-20,487.50,491.85,484.31,489.75,56712312,489.75
2022-01-27,475.50,479.85,472.31,477.17,56712312,477.17
2022-02-03,493.50,497.85,490.31,495.75,49497584,495.75
2022-02-10,483.50,487.85,480.31,485.17,49497584,485.17
2022-02-17,501.50,505.85,498.31,503.75,49497584,503.75
2022-02-24,467.50,471.85,464.31,469.17,72097584,469.17
2022-03-03,485.50,489.85,482.31,487.75,49497584,487.75
2022-03-10,453.50,457.85,450.31,455.17,72097584,455.17
2022-03-17,473.50,477.85,470.31,475.75,56712312,475.75
2022-03-24,491.50,495.85,488.31,493.17,49497584,493.17
2022-03-31,509.50,513.85,506.31,511.75,49497584,511.75
2022-04-07,485.50,489.85,482.31,487.17,49497584,487.17
2022-04-14,461.50,465.85,458.31,463.75,72097584,463.75
2022-04-21,471.50,475.85,468.31,473.17,56712312,473.17
2022-04-28,441.50,445.85,438.31,443.75,72097584,443.75
2022-05-05,449.50,453.85,446.31,451.17,72097584,451.17
2022-05-12,417.50,421.85,414.31,419.75,105497584,419.75
2022-05-19,399.50,403.85,396.31,401.17,105497584,401.17
2022-05-26,427.50,431.85,424.31,429.75,72097584,429.75
2022-06-02,443.50,447.85,440.31,445.17,56712312,445.17
2022-06-09,427.50,431.85,424.31,429.75,72097584,429.75
2022-06-16,387.50,391.85,384.31,389.17,105497584,389.17
2022-06-23,403.50,407.85,400.31,405.75,72097584,405.75
2022-06-30,429.50,433.85,426.31,431.17,56712312,431.17
2022-07-07,443.50,447.85,440.31,445.75,49497584,445.75
2022-07-14,427.50,431.85,424.31,429.17,72097584,429.17
2022-07-21,405.50,409.85,402.31,407.75,72097584,407.75
2022-07-28,433.50,437.85,430.31,435.17,72097584,435.17
2022-08-04,451.50,455.85,448.31,453.75,56712312,453.75
2022-08-11,459.50,463.85,456.31,461.17,56712312,461.17
2022-08-18,439.50,443.85,436.31,441.75,72097584,441.75
2022-08-25,433.50,437.85,430.31,435.17,72097584,435.17
2022-09-01,405.50,409.85,402.31,407.75,105497584,407.75
2022-09-08,419.50,423.85,416.31,421.17,72097584,421.17
2022-09-15,391.50,395.85,388.31,393.75,105497584,393.75
2022-09-22,381.50,385.85,378.31,383.17,105497584,383.17
2022-09-29,347.50,351.85,344.31,349.75,141497584,349.75
2022-10-06,371.50,375.85,368.31,373.17,105497584,373.17
2022-10-13,333.50,337.85,330.31,335.75,141497584,335.75
2022-10-20,387.50,391.85,384.31,389.17,105497584,389.17
2022-10-27,407.50,411.85,404.31,409.75,72097584,409.75
2022-11-03,317.50,321.85,314.31,319.17,141497584,319.17
2022-11-10,365.50,369.85,362.31,367.75,105497584,367.75
2022-11-17,381.50,385.85,378.31,383.17,72097584,383.17
2022-11-24,377.50,381.85,374.31,379.75,72097584,379.75
2022-12-01,387.50,391.85,384.31,389.17,72097584,389.17
2022-12-08,371.50,375.85,368.31,373.75,105497584,373.75
2022-12-15,405.50,409.85,402.31,407.17,72097584,407.17
2022-12-22,339.50,343.85,336.31,341.75,141497584,341.75
2022-12-29,325.50,329.85,322.31,327.17,105497584,327.17
2023-01-05,317.50,321.85,314.31,319.75,105497584,319.75
2023-01-12,341.50,345.85,338.31,343.17,105497584,343.17
2023-01-19,399.50,403.85,396.31,401.75,72097584,401.75
2023-01-26,371.50,375.85,368.31,373.17,72097584,373.17
2023-02-02,393.50,397.85,390.31,395.75,72097584,395.75
2023-02-09,403.50,407.85,400.31,405.17,56712312,405.17
2023-02-16,413.50,417.85,410.31,415.75,56712312,415.75
2023-02-23,393.50,397.85,390.31,395.17,72097584,395.17
2023-03-02,375.50,379.85,372.31,377.75,105497584,377.75
2023-03-09,423.50,427.85,420.31,425.17,56712312,425.17
2023-03-16,417.50,421.85,414.31,419.75,56712312,419.75
2023-03-23,413.50,417.85,410.31,415.17,56712312,415.17
2023-03-30,435.50,439.85,432.31,437.75,56712312,437.75
2023-04-06,425.50,429.85,422.31,427.17,56712312,427.17
2023-04-13,431.50,435.85,428.31,433.75,56712312,433.75
2023-04-20,421.50,425.85,418.31,423.17,56712312,423.17
2023-04-27,447.50,451.85,444.31,449.75,56712312,449.75
2023-05-04,473.50,477.85,470.31,475.17,49497584,475.17
2023-05-11,491.50,495.85,488.31,493.75,49497584,493.75
2023-05-18,479.50,483.85,476.31,481.17,56712312,481.17
2023-05-25,505.50,509.85,502.31,507.75,49497584,507.75
2023-06-01,511.50,515.85,508.31,513.17,49497584,513.17
2023-06-08,525.50,529.85,522.31,527.75,49497584,527.75
2023-06-15,533.50,537.85,530.31,535.17,49497584,535.17
2023-06-22,521.50,525.85,518.31,523.75,56712312,523.75
2023-06-29,541.50,545.85,538.31,543.17,49497584,543.17
2023-07-06,525.50,529.85,522.31,527.75,56712312,527.75
2023-07-13,515.50,519.85,512.31,517.17,56712312,517.17
2023-07-20,533.50,537.85,530.31,535.75,49497584,535.75
2023-07-27,545.50,549.85,542.31,547.17,49497584,547.17
2023-08-03,507.50,511.85,504.31,509.75,72097584,509.75
2023-08-10,493.50,497.85,490.31,495.17,72097584,495.17
2023-08-17,485.50,489.85,482.31,487.75,72097584,487.75
2023-08-24,503.50,507.85,500.31,505.17,56712312,505.17
2023-08-31,529.50,533.85,526.31,531.75,56712312,531.75
2023-09-07,535.50,539.85,532.31,537.17,56712312,537.17
2023-09-14,513.50,517.85,510.31,515.75,72097584,515.75
2023-09-21,497.50,501.85,494.31,499.17,72097584,499.17
2023-09-28,485.50,489.85,482.31,487.75,72097584,487.75
2023-10-05,501.50,505.85,498.31,503.17,72097584,503.17
2023-10-12,531.50,535.85,528.31,533.75,56712312,533.75
2023-10-19,513.50,517.85,510.31,515.17,72097584,515.17
2023-10-26,467.50,471.85,464.31,469.75,105497584,469.75
2023-11-02,497.50,501.85,494.31,499.75,72097584,499.75
2023-11-09,533.50,537.85,530.31,535.17,56712312,535.17
2023-11-16,555.50,559.85,552.31,557.75,49497584,557.75
2023-11-23,547.50,551.85,544.31,549.17,49497584,549.17
2023-11-30,567.50,571.85,564.31,569.75,49497584,569.75
2023-12-07,583.50,587.85,580.31,585.17,49497584,585.17
2023-12-14,595.50,599.85,592.31,597.75,49497584,597.75
2023-12-21,583.50,587.85,580.31,585.17,56712312,585.17
2023-12-28,571.50,575.85,568.31,573.75,49497584,573.75
